snippet_id,catch_type,phase,angle_bias,expect_level,true_shape,resp_shape,conf_level,accuracy,rt_choice,agency_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
0,,practice,90,high,dot,dot,3,1,0.0015170830301940441,nan,0.8,SIM,001,green,blue,
0,,practice,0,high,dot,square,2,0,4.9208989366889e-05,nan,0.8,SIM,001,green,blue,
0,,practice,0,high,dot,square,2,0,5.5165961384773254e-05,nan,1,SIM,001,green,blue,
0,,practice,0,low,square,square,2,1,4.837499000132084e-05,nan,0.5,SIM,001,green,blue,
0,,practice,0,low,square,dot,3,0,7.395795546472073e-05,nan,0.45,SIM,001,green,blue,
0,,practice,0,low,dot,square,2,0,0.00014141702558845282,nan,0.525,SIM,001,green,blue,
0,,practice,90,high,dot,dot,4,1,0.00011200003791600466,nan,0.75,SIM,001,green,blue,
0,,practice,90,low,dot,square,1,0,0.00011537497630342841,nan,0.5,SIM,001,green,blue,
0,,practice,0,high,square,square,1,1,0.00010649999603629112,nan,1,SIM,001,green,blue,
0,,practice,90,high,square,dot,3,0,0.00012675003381446004,nan,0.7,SIM,001,green,blue,
0,,practice,90,low,square,square,1,1,0.0001212499919347465,nan,0.575,SIM,001,green,blue,
0,,practice,90,low,square,square,1,1,0.0001284160534851253,nan,0.5249999999999999,SIM,001,green,blue,
0,,test,90,low,square,dot,4,0,9.520800085738301e-05,53.0,0.6875,SIM,001,green,blue,
0,,test,90,high,dot,dot,3,1,0.00011529197217896581,31.0,0.6875,SIM,001,green,blue,
0,,test,0,low,square,square,1,1,0.00010775000555440784,50.0,0.7749999999999999,SIM,001,green,blue,
0,,test,0,high,square,square,1,1,0.00011408398859202862,34.0,0.7749999999999999,SIM,001,green,blue,
0,,test,90,low,square,dot,3,0,9.737501386553049e-05,56.0,0.6875,SIM,001,green,blue,
0,,test,0,high,square,dot,4,0,6.333296187222004e-05,88.0,0.7749999999999999,SIM,001,green,blue,
0,,test,0,low,dot,square,1,0,5.9375015553086996e-05,70.0,0.7749999999999999,SIM,001,green,blue,
0,,test,90,high,square,square,1,1,8.983397856354713e-05,29.0,0.6875,SIM,001,green,blue,
