snippet_id,catch_type,phase,angle_bias,expect_level,true_shape,resp_shape,conf_level,accuracy,rt_choice,agency_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
4,,practice,0,high,dot,square,2,0,1.07566895801574,nan,0.8,21212,001,blue,green,
2,,practice,0,low,square,square,1,1,2.1742081249831244,nan,0.5,21212,001,blue,green,
0,,practice,90,low,dot,square,1,0,0.6404469590052031,nan,0.5,21212,001,blue,green,
1,,practice,90,high,square,square,1,1,0.7428299159510061,nan,0.8,21212,001,blue,green,
3,,practice,0,high,square,square,1,1,0.5818138750037178,nan,1,21212,001,blue,green,
0,,practice,90,low,dot,square,1,0,0.7078110830043443,nan,0.575,21212,001,blue,green,
3,,practice,90,high,square,square,1,1,1.4263525419519283,nan,0.75,21212,001,blue,green,
4,,practice,90,low,dot,dot,3,1,1.8137206669780426,nan,0.6499999999999999,21212,001,blue,green,
2,,practice,0,high,square,dot,3,0,3.036170082981698,nan,0.95,21212,001,blue,green,
1,,practice,0,low,dot,dot,4,1,1.948752041964326,nan,0.45,21212,001,blue,green,
5,,practice,90,high,square,square,1,1,1.1669316249899566,nan,0.7,21212,001,blue,green,
1,,practice,0,low,dot,square,2,0,1.505150125012733,nan,0.4,21212,001,blue,green,
3,,test,0,low,dot,square,1,0,1.1994291250011884,86.0,0.7375,21212,001,blue,green,
5,,test,0,low,square,square,2,1,2.0580911670112982,100.0,0.7375,21212,001,blue,green,
0,,test,90,high,square,dot,3,0,3.5399628339800984,93.0,0.6249999999999999,21212,001,blue,green,
