snippet_id,catch_type,phase,angle_bias,expect_level,true_shape,resp_shape,conf_level,accuracy,rt_choice,agency_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
4,,practice,0,high,square,square,1,1,1.988226457964629,nan,0.8,1,001,blue,green,
21,,practice,90,low,dot,dot,3,1,1.3980152499862015,nan,0.5,1,001,blue,green,
13,,practice,90,high,square,dot,3,0,2.541994957951829,nan,0.8,1,001,blue,green,
12,,practice,0,low,dot,square,2,0,0.7439243749831803,nan,0.5,1,001,blue,green,
9,,practice,0,low,square,square,2,1,0.49410299997543916,nan,0.575,1,001,blue,green,
1,,practice,90,high,square,square,2,1,0.6075333750341088,nan,1,1,001,blue,green,
23,,practice,0,high,square,square,1,1,1.609851333021652,nan,0.75,1,001,blue,green,
19,,practice,90,low,square,square,1,1,0.9264876249944791,nan,0.45,1,001,blue,green,
15,,practice,0,high,dot,dot,4,1,1.7908058750326745,nan,0.7,1,001,blue,green,
5,,practice,90,high,dot,square,2,0,0.6942670829594135,nan,0.95,1,001,blue,green,
14,,practice,90,low,dot,square,2,0,0.4853952919947915,nan,0.4,1,001,blue,green,
18,,practice,0,low,dot,square,2,0,0.4800177500001155,nan,0.5249999999999999,1,001,blue,green,
16,,test,90,low,square,square,2,1,0.5611248339992017,93.0,0.7375,1,001,blue,green,
6,,test,90,low,square,square,2,1,0.512499000004027,85.0,0.7375,1,001,blue,green,
0,,test,0,high,square,square,2,1,0.5194134170305915,84.0,0.6249999999999999,1,001,blue,green,
17,,test,0,low,dot,dot,3,1,2.540261666988954,94.0,0.6249999999999999,1,001,blue,green,
