snippet_id,catch_type,phase,angle_bias,expect_level,true_shape,resp_shape,conf_level,accuracy,rt_choice,agency_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
0,,practice,90,low,square,square,1,1,0.928326792025473,nan,0.5,3105,001,blue,green,
0,,practice,0,low,square,square,1,1,0.5090618340182118,nan,0.5,3105,001,blue,green,
0,,practice,90,high,square,square,1,1,1.0241981250001118,nan,0.8,3105,001,blue,green,
0,,practice,0,low,dot,square,2,0,0.6937011249829084,nan,0.45,3105,001,blue,green,
0,,practice,0,high,dot,square,2,0,0.5197726659826003,nan,0.8,3105,001,blue,green,
0,,practice,90,low,square,square,1,1,0.5190819579875097,nan,0.45,3105,001,blue,green,
0,,practice,0,high,square,dot,3,0,58.63463874999434,nan,1,3105,001,blue,green,
0,,practice,0,high,square,dot,4,0,41.68609658401692,nan,1,3105,001,blue,green,
0,,practice,90,low,dot,dot,3,1,4.626540458004456,nan,0.4,3105,001,blue,green,
0,,practice,0,low,square,dot,4,0,60.04612587502925,nan,0.525,3105,001,blue,green,
0,,practice,90,high,dot,square,1,0,8.220731124980375,nan,0.75,3105,001,blue,green,
0,,practice,90,high,square,dot,3,0,17.32529558299575,nan,0.9500000000000001,3105,001,blue,green,
0,,test,0,low,dot,square,1,0,4.870942665962502,86.0,0.8,3105,001,blue,green,
0,,test,0,low,square,square,1,1,0.5642706250073388,17.0,0.8,3105,001,blue,green,
0,,test,0,high,dot,square,1,0,0.6545587500440888,95.0,0.8,3105,001,blue,green,
0,,test,0,high,square,square,1,1,0.4847857090062462,96.0,0.8,3105,001,blue,green,
0,,test,0,high,square,square,1,1,0.5054292079876177,94.0,0.8,3105,001,blue,green,
0,,test,90,low,square,square,1,1,0.4858452499611303,23.0,0.675,3105,001,blue,green,
0,,test,0,low,dot,square,1,0,0.48490229103481397,95.0,0.8,3105,001,blue,green,
0,,test,0,high,square,square,2,1,9.369537333026528,90.0,0.8,3105,001,blue,green,
0,,test,0,high,square,square,2,1,0.5150415829848498,95.0,0.8,3105,001,blue,green,
0,,test,90,low,dot,square,2,0,0.46801554097328335,19.0,0.675,3105,001,blue,green,
0,,test,0,low,dot,square,2,0,0.45078479195944965,90.0,0.8,3105,001,blue,green,
0,,test,90,low,square,square,2,1,0.9379709170316346,14.0,0.675,3105,001,blue,green,
0,,test,90,high,square,square,2,1,0.8450547920074314,94.0,0.675,3105,001,blue,green,
0,,test,90,low,dot,square,2,0,0.4562842909945175,18.0,0.675,3105,001,blue,green,
0,,test,90,low,square,square,2,1,0.5052605830132961,88.0,0.675,3105,001,blue,green,
0,,test,90,low,dot,square,2,0,1.7312854590127245,88.0,0.675,3105,001,blue,green,
0,,test,90,high,square,square,2,1,1.7536475000088103,19.0,0.675,3105,001,blue,green,
0,,test,90,high,dot,square,2,0,1.367689250037074,94.0,0.675,3105,001,blue,green,
0,,test,90,high,dot,dot,3,1,7.220132707967423,88.0,0.675,3105,001,blue,green,
0,,test,90,high,square,dot,3,0,0.4387640839559026,90.0,0.675,3105,001,blue,green,
0,,test,90,low,dot,dot,3,1,0.580012375023216,88.0,0.675,3105,001,blue,green,
0,,test,90,high,square,dot,3,0,0.515797084022779,95.0,0.675,3105,001,blue,green,
0,,test,90,low,dot,dot,3,1,0.5320232920348644,88.0,0.675,3105,001,blue,green,
0,,test,0,low,dot,square,2,0,0.43449454195797443,88.0,0.8,3105,001,blue,green,
