snippet_id,catch_type,phase,angle_bias,expect_level,true_shape,resp_shape,conf_level,accuracy,rt_choice,agency_rating,prop_used,participant,session,low_precision_colour,high_precision_colour,
0,,practice,90,low,dot,square,1,0,0.583707041980233,nan,0.5,2323,001,green,blue,
7,,practice,0,high,square,square,1,1,0.5300732500036247,nan,0.8,2323,001,green,blue,
8,,practice,90,low,dot,square,1,0,0.5078238749993034,nan,0.575,2323,001,green,blue,
3,,practice,0,high,square,square,1,1,0.5946709589916281,nan,0.75,2323,001,green,blue,
2,,practice,0,low,dot,square,1,0,0.4293728749617003,nan,0.5,2323,001,green,blue,
5,,practice,0,low,square,square,1,1,0.532924416998867,nan,0.575,2323,001,green,blue,
4,,practice,90,low,square,square,1,1,0.5021655830205418,nan,0.6499999999999999,2323,001,green,blue,
1,,practice,90,high,square,square,1,1,0.5548357079969719,nan,0.8,2323,001,green,blue,
3,,practice,90,high,dot,square,1,0,0.48548991698771715,nan,0.75,2323,001,green,blue,
7,,practice,0,low,dot,square,1,0,0.5400487500010058,nan,0.5249999999999999,2323,001,green,blue,
4,,practice,90,high,square,square,1,1,0.5235957499826327,nan,0.9500000000000001,2323,001,green,blue,
1,,practice,0,high,square,square,1,1,0.513138166978024,nan,0.7,2323,001,green,blue,
2,,test,90,low,square,square,1,1,0.605708166025579,86.0,0.75,2323,001,green,blue,
0,,test,90,high,square,square,1,1,0.5191977079957724,85.0,0.75,2323,001,green,blue,
8,,test,0,high,dot,square,1,0,0.5243814169662073,84.0,0.6249999999999999,2323,001,green,blue,
